,,MAD Basal,MAD Apical,NumberofStemsTest,BasalDendriteNumberofBifurcationsTest,BasalDendriteNumberofBranchesTest,BasalDendriteOverallWidthTest,BasalDendriteOverallHeightTest,BasalDendriteOverallDepthTest,BasalDendriteAverageDiameterTest,BasalDendriteTotalLengthTest,BasalDendriteMaxEuclideanDistanceTest,BasalDendriteMaxPathDistanceTest,BasalDendriteMaxBranchOrderTest,BasalDendriteAverageContractionTest,BasalDendritePartitionAsymmetryTest,BasalDendriteAverageRallsRatioTest,BasalDendriteAverageBifurcationAngleLocalTest,BasalDendriteAverageBifurcationAngleRemoteTest,BasalDendriteFractalDimensionTest,ApicalDendriteNumberofBifurcationsTest,ApicalDendriteNumberofBranchesTest,ApicalDendriteOverallWidthTest,ApicalDendriteOverallHeightTest,ApicalDendriteOverallDepthTest,ApicalDendriteAverageDiameterTest,ApicalDendriteTotalLengthTest,ApicalDendriteMaxEuclideanDistanceTest,ApicalDendriteMaxPathDistanceTest,ApicalDendriteMaxBranchOrderTest,ApicalDendriteAverageContractionTest,ApicalDendritePartitionAsymmetryTest,ApicalDendriteAverageRallsRatioTest,ApicalDendriteAverageBifurcationAngleLocalTest,ApicalDendriteAverageBifurcationAngleRemoteTest,ApicalDendriteFractalDimensionTest
,morphology-data/GCs/Denizet-granule/Denizet2017/9c4ns4.CNG.swc,2.522155534,3.173418123,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-1.082072949,-1.225837001,-0.629155841,-0.086954695,-0.573762085,-1.305516199,-1.463557926,-0.845897444,0.151250815,0.150196351,0.156091494,0.498515079,-1.20020452,-0.321510481
,morphology-data/GCs/Denizet-granule/Denizet2017/4c2nd1.CNG.swc,2.522155534,3.177455463,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.300143193,1.579351189,-0.551665419,-0.086954695,0.279568168,1.514899902,1.403910959,-0.226096699,0.316061263,0.900064576,0.156091494,-0.405894977,-1.287344117,0.037878299
,morphology-data/GCs/Denizet-granule/Siopi2016/veh4c6n1d.CNG.swc,2.522155534,3.183317346,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.602473126,0.96260419,-0.394257164,-0.086954695,0.134696079,0.822218953,0.594607484,-0.226096699,-1.877363976,-0.599671874,0.156091494,1.227914828,1.146733964,-0.033804842
,morphology-data/GCs/Denizet-granule/Denizet2017/10c8ns3.CNG.swc,2.522155534,3.186059712,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,1.600395033,0.272424364,-0.42992143,-0.086954695,0.285454547,0.379606336,0.105345902,-0.845897444,0.721817038,-2.099403824,0.156091494,-1.085972221,0.337490958,-0.279019569
,morphology-data/GCs/Denizet-granule/Denizet2017/1c3ns1-2-1.CNG.swc,2.522155534,3.194652508,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,-0.623414204,-1.246296634,-0.546997321,-0.086954695,-0.633644255,-1.33598621,-1.384334221,-0.845897444,0.505859329,0.150196351,0.156091494,-1.181263086,1.040220767,-0.34389119
,morphology-data/GCs/Denizet-granule/Siopi2016/veh3c4n1b.CNG.swc,2.522155534,3.197978887,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.239935198,0.799020348,0.468750562,-0.082614961,-0.086954695,0.697237107,0.461863463,0.361156542,1.013504792,0.247357036,0.525128214,0.156091494,1.488884848,0.137949921,-0.245935042
,morphology-data/GCs/Denizet-granule/Denizet2017/13c2nd5.CNG.swc,2.522155534,3.199900718,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,0.092850383,1.576886173,-0.434029356,-0.086954695,0.549821718,1.640338748,1.195719152,-0.226096699,0.132029571,0.900064576,0.156091494,0.46994147,-1.393620504,0.111831947
,morphology-data/GCs/Denizet-granule/Denizet2017/3c5ns1.CNG.swc,2.522155534,3.221240209,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,0.79852915,-0.57567671,-0.341227574,-0.086954695,0.134781388,-0.590042253,-0.718846843,1.013504792,0.235027311,1.499956456,0.156091494,-0.896258279,1.185077947,-0.432765311
,morphology-data/GCs/Denizet-granule/Siopi2016/veh3c2n1d.CNG.swc,2.522155534,3.227077868,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.660038537,0.860946931,0.721604913,-0.086954695,0.684008751,0.913010064,0.800384815,0.393704047,-0.633632279,-0.299723684,0.156091494,1.801629604,-0.318977742,-0.315996393
,morphology-data/GCs/Denizet-granule/Denizet2017/4c5nd2.CNG.swc,2.522155534,3.233339496,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.662797767,0.685906146,-0.680318192,-0.086954695,-0.108639553,0.662941731,0.455001241,-0.226096699,-2.002255181,0.900064576,0.156091494,-1.059431575,1.489346508,-0.365947541
,morphology-data/GCs/Denizet-granule/Denizet2017/2c5nd2.CNG.swc,2.522155534,3.234874906,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-1.072755221,1.70740877,-0.138445409,-0.086954695,0.191747029,1.611546968,1.17899323,-0.226096699,0.594511457,0.900064576,0.156091494,-0.720355807,-0.723570444,0.139078028
,morphology-data/GCs/Denizet-granule/Denizet2017/12c1nd9-2.CNG.swc,2.522155534,3.237321587,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.034512777,1.53633666,-0.443925724,-0.086954695,0.554465772,1.453388567,1.138308277,0.393704047,0.514813615,0.150196351,0.156091494,-0.797964284,-0.667433726,-0.027642038
,morphology-data/GCs/Denizet-granule/Siopi2016/veh4c5n1d.CNG.swc,2.522155534,3.254788096,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,0.110345557,0.671485802,-0.009045741,-0.086954695,0.415536045,0.574804844,0.562517652,0.393704047,-0.382349673,1.274996438,0.156091494,2.485182873,-0.306177213,-0.482392101
,morphology-data/GCs/Denizet-granule/Denizet2017/1c1nd3.CNG.swc,2.522155534,3.257332608,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.938730813,-0.225287013,-0.546623873,-0.086954695,-0.347667037,-0.316645318,-0.610546243,-0.226096699,-1.413663182,0.900064576,0.156091494,-1.380785953,1.962441237,-0.298805414
,morphology-data/GCs/Denizet-granule/Denizet2017/11c1ns2.CNG.swc,2.522155534,3.261938089,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.44854517,-0.636451679,-0.418344548,-0.086954695,-0.036251495,-0.678750453,-0.820739795,1.013504792,0.604426806,1.499956456,0.156091494,-0.425990595,-1.415944625,-0.462606257
,morphology-data/GCs/Denizet-granule/Denizet2017/6c5nD2.CNG.swc,2.522155534,3.302880782,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,1.040855223,-0.289870432,-0.460730875,-0.086954695,0.766180781,-0.316895268,-0.427231793,-0.226096699,0.461744229,-1.199563754,0.156091494,-0.587940214,-0.929658951,-0.520017641
,morphology-data/GCs/Denizet-granule/Denizet2017/1c4ns2.CNG.swc,2.522155534,3.307266609,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,1.455215917,-0.710710286,-0.459610532,-0.086954695,0.118777797,-0.637830181,-0.578446094,1.013504792,0.381671339,0.525128214,0.156091494,-0.418838661,-0.291168594,-0.404870514
,morphology-data/GCs/Denizet-granule/Denizet2017/4c3nd1.CNG.swc,2.522155534,3.310438419,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-1.262112344,1.295627849,0.002531141,-0.086954695,0.678415625,1.16963659,0.795411407,-0.226096699,0.534433349,-0.299723684,0.156091494,-1.367510755,-0.495343422,-0.062023997
,morphology-data/GCs/Denizet-granule/Denizet2017/17c7ns2B.CNG.swc,2.522155534,3.312697608,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,-0.10056767,-0.647259868,-1.352058145,-0.618325854,-0.086954695,-0.47647422,-1.371967008,-1.581733114,-0.226096699,1.200004087,0.900064576,0.156091494,0.843753113,0.540072121,-0.59559308
,morphology-data/GCs/Denizet-granule/Denizet2017/5c5nd4.CNG.swc,2.522155534,3.313489352,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-1.235957298,0.400457295,-0.254214233,-0.086954695,0.002745762,0.409576448,0.053940262,-0.845897444,0.467791889,-2.099403824,0.156091494,-0.432450249,-1.783588602,-0.51677406
,morphology-data/GCs/Denizet-granule/Denizet2017/8c4ns1.CNG.swc,2.522155534,3.323726117,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,1.075940802,-1.601998441,-0.547557493,-0.086954695,-0.3536094,-1.447058922,-1.506100168,-0.226096699,0.906411303,0.900064576,0.156091494,0.442674418,0.594711176,-0.47395879
,morphology-data/GCs/Denizet-granule/Denizet2017/9c6nd2.CNG.swc,2.522155534,3.338268545,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,2.046583359,0.35347409,-0.405834046,-0.086954695,0.268059339,0.417884287,0.287958709,-0.845897444,-0.181042302,-2.099403824,0.156091494,0.882379406,0.373985264,-0.428224297
,morphology-data/GCs/Denizet-granule/Denizet2017/6c8ns1.CNG.swc,2.522155534,3.340078239,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.996897692,-0.498903787,-0.078507035,-0.086954695,0.048082606,-0.526007621,-0.755115575,1.013504792,0.707424546,1.499956456,0.156091494,0.301083678,-1.537293635,-0.382165447
,morphology-data/GCs/Denizet-granule/Siopi2016/veh4c8n1d.CNG.swc,2.522155534,3.345381727,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,0.033192367,0.369410418,-0.538034573,-0.086954695,0.135823768,0.352480884,0.353108289,-0.226096699,-0.944664826,0.900064576,0.156091494,2.874565938,0.608324538,-0.177495482
,morphology-data/GCs/Denizet-granule/Denizet2017/4c6nd3.CNG.swc,2.522155534,3.35335934,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.276615806,1.279358744,-0.501436687,-0.086954695,0.377759785,1.34178025,0.95575738,-0.845897444,0.599949663,-2.099403824,0.156091494,-0.714954074,0.29394356,-0.514179195
,morphology-data/GCs/Denizet-granule/Denizet2017/2c4ns3-D5.CNG.swc,2.522155534,3.378169962,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-1.248982819,-0.995974261,-0.084108752,-0.086954695,-0.453014016,-1.073551338,-1.222708782,-0.845897444,0.302114141,-2.099403824,0.156091494,-0.65615416,-0.027496909,-0.525207371
,morphology-data/GCs/Denizet-granule/Denizet2017/10c1ns1-2-1.CNG.swc,2.522155534,3.383490464,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,2.363541593,1.910186632,-0.254825155,-0.164401118,-0.51207995,-0.086954695,0.597565898,-0.006958124,-0.262211643,0.393704047,0.397001453,-0.385424452,0.156091494,-0.465869817,-0.606573614,-0.59559308
,morphology-data/GCs/Denizet-granule/Siopi2016/veh1c6n1-2d-2.CNG.swc,2.522155534,3.412986066,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,0.134309007,1.350215628,-0.299027971,-0.086954695,0.747932474,1.271258838,1.160471929,0.393704047,0.105799605,0.150196351,0.156091494,0.537121871,-0.484578178,0.08912688
,morphology-data/GCs/Denizet-granule/Denizet2017/8c1nd1.CNG.swc,2.522155534,3.41783876,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.182924778,1.537445917,-0.542515947,-0.086954695,0.27116515,1.423430357,1.110325119,0.393704047,0.438960023,1.274996438,0.156091494,-1.061030644,-1.287824137,-0.135653287
,morphology-data/GCs/Denizet-granule/Denizet2017/12c5ns2.CNG.swc,2.522155534,3.42103415,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,1.863536879,0.167907687,-0.451207956,-0.086954695,0.596038319,0.356265831,-0.035364396,-0.226096699,0.5955194,-1.199563754,0.156091494,0.123289625,-0.197987147,-0.375029568
,morphology-data/GCs/Denizet-granule/Denizet2017/17c1ns3-4-2.CNG.swc,2.522155534,3.437343857,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,0.865382215,0.642916267,-0.584342103,-0.086954695,0.451952679,0.639137035,0.392947143,1.013504792,0.885385138,0.400153925,0.156091494,-1.312820643,0.391253177,-0.470066493
,morphology-data/GCs/Denizet-granule/Siopi2016/veh3c4n1d.CNG.swc,2.522155534,3.458918926,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,-0.585880153,0.640549851,0.926254316,-0.086954695,0.741291637,0.628186875,0.529973817,1.013504792,0.306731928,0.525128214,0.156091494,1.47016404,0.135959439,-0.273829839
,morphology-data/GCs/Denizet-granule/Denizet2017/11c8ns2-2.CNG.swc,2.522155534,3.483218145,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.937670728,-0.915984492,-0.652496329,-0.086954695,-0.468700361,-0.979808445,-1.191980963,0.393704047,0.740147542,1.274996438,0.156091494,-1.318510013,-1.506124348,-0.413952541
,morphology-data/GCs/Denizet-granule/Denizet2017/6c4nd1.CNG.swc,2.522155534,3.485565455,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.435009655,1.739453977,-0.469133451,-0.086954695,0.637650855,1.741258757,1.311593365,0.393704047,0.576227834,1.274996438,0.156091494,0.376293551,-0.596826012,-0.25144913
,morphology-data/GCs/Denizet-granule/Siopi2016/veh1c2n3d.CNG.swc,2.522155534,3.505299366,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.724666551,0.569683764,-0.325216852,0.262169898,-0.569217466,-0.086954695,-0.047493731,0.124574724,0.178925511,-0.226096699,-1.716233693,-0.974603737,0.156091494,2.610524536,-0.023599148,-0.308860515
,morphology-data/GCs/Denizet-granule/Denizet2017/1c7ns4.CNG.swc,2.522155534,3.520117856,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,2.363541593,1.910186632,-1.048586269,0.026526695,0.073672951,-0.086954695,0.290951699,-0.010969216,-0.241678278,0.393704047,0.485934868,0.471569733,0.156091494,-0.520057783,0.953849202,-0.285506731
,morphology-data/GCs/Denizet-granule/Denizet2017/16c3nd1.CNG.swc,2.522155534,3.534637667,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,0.751176148,-0.00036663,-0.611043622,-0.086954695,-0.003049974,0.014418493,-0.165137324,1.633305537,0.5375275,1.649928301,0.156091494,0.477658929,0.030905502,-0.380543656
,morphology-data/GCs/Urban-granule/nospines/Cell-5-4.CNG.swc,3.442006685,2.926210931,0.274595982,-0.59727958,-0.092938663,1.133259893,0.250666022,-0.709944863,1.299060637,0.044075618,0.476688311,0.443412986,-0.333016064,2.231831411,-0.122862979,-0.194041246,-0.298972785,-0.29043506,1.482933797,1.817249912,1.463352343,-0.240520263,-0.158978083,-0.687226976,-1.025965014,0.143139086,-0.244719429,-0.335450749,0.393704047,-0.013981562,0.300168196,-0.372994305,-0.887819289,-0.379524241,0.036256509
,morphology-data/GCs/Denizet-granule/Siopi2016/veh1c3n2d.CNG.swc,2.522155534,3.538851791,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.373835441,0.158022972,-0.505171166,-0.086954695,0.050084721,0.165304559,0.109566076,1.013504792,-0.512585323,1.499956456,0.156091494,2.162980209,1.057853495,-0.209282577
,morphology-data/GCs/Denizet-granule/Denizet2017/10c8ns1.CNG.swc,2.522155534,3.549360602,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,0.910291757,-1.16471693,-0.418531272,-0.086954695,-0.157586069,-1.132182305,-1.227940147,0.393704047,-0.578757971,0.150196351,0.156091494,-1.115442869,1.682308073,-0.394491055
,morphology-data/GCs/Denizet-granule/Denizet2017/5c3nd2.CNG.swc,2.522155534,3.556031974,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,-0.36791681,-0.323984815,0.810165031,1.799723618,-0.543262843,-0.086954695,0.196681669,1.764837309,1.695133915,-0.845897444,0.530003086,0.150196351,0.156091494,0.481573723,-0.941710649,-0.134355854
,morphology-data/GCs/Denizet-granule/Siopi2016/veh3c7n2d.CNG.swc,2.522155534,3.573863512,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,-0.216704673,1.001551442,-0.187553797,-0.086954695,0.723123309,1.00905011,0.930436336,0.393704047,-0.031866696,-0.974603737,0.156091494,1.473430431,-0.723589644,0.065448738
,morphology-data/GCs/Denizet-granule/Denizet2017/12c2ns2.CNG.swc,2.522155534,3.605518096,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.817249912,1.463352343,-0.034061676,0.368794164,-0.420771959,-0.086954695,0.220373809,0.340376196,0.055291956,1.633305537,0.419293409,1.649928301,0.156091494,-1.126402342,0.080667556,-0.448658858
,morphology-data/GCs/Denizet-granule/Denizet2017/1c3nd2.CNG.swc,2.522155534,3.613843192,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,1.270958232,1.016518053,-0.813197116,1.828934058,0.459631269,-0.086954695,0.607163254,1.77827506,1.338978063,0.393704047,0.306778809,-0.299723684,0.156091494,0.525255609,0.471723699,0.024579617
,morphology-data/GCs/Denizet-granule/Siopi2016/veh4c1n1b.CNG.swc,2.522155534,3.644763888,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,-0.10056767,1.246682269,-0.593585051,-0.52925855,-0.086954695,-0.208078825,-0.584293419,-0.695176723,-0.845897444,0.535253768,-2.099403824,0.156091494,1.950372277,0.969177835,-0.054888119
,morphology-data/GCs/Denizet-granule/Denizet2017/15c4nd1.CNG.swc,2.522155534,3.651475078,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-0.771788614,1.90645881,-0.514694085,-0.086954695,0.128185872,1.843154759,1.437992217,-0.226096699,0.53879329,0.900064576,0.156091494,-1.378080211,-0.475579406,-0.031534335
,morphology-data/GCs/Denizet-granule/Denizet2017/17c1ns3-4-1.CNG.swc,2.522155534,3.661166623,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,0.122849474,-1.075048314,-1.698873569,-0.595918985,-0.086954695,-0.688242547,-1.757591183,-1.915686105,-0.226096699,0.650253065,0.900064576,0.156091494,0.395428752,-0.486888673,-0.134680213
,morphology-data/GCs/Denizet-granule/Siopi2016/veh4c8n1b.CNG.swc,2.522155534,3.67319413,-2.211394124,-0.59727958,-1.398365996,-0.468447256,-0.427606628,-0.815622173,-0.443652367,-1.139909336,-0.4718792,-0.525002454,-0.333016064,-0.467318413,-0.122862979,-0.194041246,-0.298972785,-0.29043506,-0.656718628,0.178374871,-0.10056767,0.087537424,-0.8863057,-0.55745386,-0.086954695,-0.167553989,-0.899550912,-0.821214436,-0.226096699,-1.110905147,0.900064576,0.156091494,2.885827674,0.605982041,-0.111002071
